transaction_id,customer_id,transaction_date,payment_category,payment_mode,amount_vnd,repayment_status,promo_applied,is_suspicious_flag,ym,has_suspicious
TRX00034046,ZLP004225,2024-09-12 22:44:04,Thực phẩm & Ăn uống,Bank Transfer,151000.0,OnTime,No Promo,0,2024-09,0
TRX00034047,ZLP004225,2024-10-02 15:42:17,Thực phẩm & Ăn uống,ZaloPay Balance,224000.0,OnTime,No Promo,0,2024-10,0
TRX00034048,ZLP004225,2024-10-18 07:42:04,Thực phẩm & Ăn uống,ZaloPay Balance,123000.0,OnTime,FreeFee,0,2024-10,0
TRX00034049,ZLP004225,2024-11-03 10:19:17,Thực phẩm & Ăn uống,Bank Transfer,174000.0,OnTime,No Promo,0,2024-11,0
TRX00034050,ZLP004225,2024-11-23 14:37:33,Thực phẩm & Ăn uống,Auto-debit,143000.0,OnTime,No Promo,0,2024-11,0
TRX00034051,ZLP004225,2024-12-16 22:58:01,Thực phẩm & Ăn uống,Bank Transfer,84000.0,OnTime,No Promo,0,2024-12,0
TRX00034052,ZLP004226,2024-01-07 10:35:35,Chăm sóc sức khỏe,Bank Transfer,615000.0,OnTime,Cashback,0,2024-01,0
TRX00034053,ZLP004226,2024-02-28 12:23:49,Giải trí,Manual,428000.0,Late,No Promo,0,2024-02,0
TRX00034054,ZLP004226,2024-04-09 12:20:43,Chăm sóc sức khỏe,ZaloPay Balance,218000.0,OnTime,No Promo,0,2024-04,0
TRX00034055,ZLP004226,2024-05-25 19:16:47,Thực phẩm & Ăn uống,ZaloPay Balance,574000.0,OnTime,FreeFee,0,2024-05,0
TRX00034056,ZLP004226,2024-06-22 13:01:25,Chăm sóc sức khỏe,Auto-debit,238000.0,OnTime,No Promo,0,2024-06,0
TRX00034057,ZLP004226,2024-07-22 11:40:14,Chăm sóc sức khỏe,ZaloPay Balance,458000.0,OnTime,FreeFee,0,2024-07,0
TRX00034058,ZLP004226,2024-08-09 20:13:31,Chăm sóc sức khỏe,Bank Transfer,422000.0,Late,No Promo,0,2024-08,0
TRX00034059,ZLP004226,2024-09-20 13:22:15,Thời trang,ZaloPay Balance,276000.0,OnTime,No Promo,0,2024-09,0
TRX00034060,ZLP004226,2024-11-30 20:25:30,Chăm sóc sức khỏe,Bank Transfer,122000.0,OnTime,No Promo,0,2024-11,0
TRX00034061,ZLP004226,2024-12-19 11:57:16,Chăm sóc sức khỏe,ZaloPay Balance,408000.0,Late,No Promo,0,2024-12,0
TRX00034062,ZLP004227,2024-01-07 23:34:18,Thực phẩm & Ăn uống,Manual,183000.0,Partial,Cashback,0,2024-01,0
TRX00034063,ZLP004227,2024-01-17 15:32:32,Viễn thông,Bank Transfer,59000.0,OnTime,No Promo,0,2024-01,0
TRX00034064,ZLP004227,2024-02-06 11:11:22,Thực phẩm & Ăn uống,Bank Transfer,93000.0,OnTime,No Promo,0,2024-02,0
TRX00034065,ZLP004227,2024-02-22 11:55:22,Thực phẩm & Ăn uống,Bank Transfer,187000.0,Late,LimitUpgrade,0,2024-02,0
TRX00034066,ZLP004227,2024-03-17 21:00:13,Thực phẩm & Ăn uống,ZaloPay Balance,10000.0,OnTime,No Promo,0,2024-03,0
TRX00034067,ZLP004227,2024-03-31 18:27:38,Thực phẩm & Ăn uống,Bank Transfer,237000.0,OnTime,No Promo,0,2024-03,0
TRX00034068,ZLP004227,2024-04-15 12:43:03,Thực phẩm & Ăn uống,ZaloPay Balance,228000.0,OnTime,Cashback,0,2024-04,0
TRX00034069,ZLP004227,2024-05-01 09:52:19,Thực phẩm & Ăn uống,Auto-debit,229000.0,OnTime,No Promo,0,2024-05,0
TRX00034070,ZLP004227,2024-05-08 20:27:07,Thực phẩm & Ăn uống,Auto-debit,269000.0,OnTime,No Promo,0,2024-05,0
TRX00034071,ZLP004227,2024-06-01 14:41:41,Du lịch & Vận chuyển,ZaloPay Balance,352000.0,Late,FreeFee,0,2024-06,0
TRX00034072,ZLP004227,2024-06-22 18:16:57,Thực phẩm & Ăn uống,Bank Transfer,178000.0,Late,No Promo,0,2024-06,0
TRX00034073,ZLP004227,2024-07-21 17:37:46,Thực phẩm & Ăn uống,Bank Transfer,158000.0,OnTime,No Promo,0,2024-07,0
TRX00034074,ZLP004227,2024-08-23 14:10:14,Thực phẩm & Ăn uống,ZaloPay Balance,168000.0,OnTime,No Promo,0,2024-08,0
TRX00034075,ZLP004227,2024-09-02 11:32:58,Thực phẩm & Ăn uống,ZaloPay Balance,224000.0,OnTime,No Promo,0,2024-09,0
TRX00034076,ZLP004227,2024-09-08 12:33:16,Thực phẩm & Ăn uống,Bank Transfer,92000.0,Partial,No Promo,0,2024-09,0
TRX00034077,ZLP004227,2024-10-07 19:39:50,Thực phẩm & Ăn uống,ZaloPay Balance,158000.0,OnTime,No Promo,0,2024-10,0
TRX00034078,ZLP004227,2024-11-07 10:32:13,Thực phẩm & Ăn uống,ZaloPay Balance,16000.0,OnTime,No Promo,0,2024-11,0
TRX00034079,ZLP004227,2024-11-26 09:07:51,Thực phẩm & Ăn uống,Auto-debit,166000.0,OnTime,Cashback,0,2024-11,0
TRX00034080,ZLP004227,2024-12-13 16:14:41,Thực phẩm & Ăn uống,Auto-debit,177000.0,OnTime,No Promo,0,2024-12,0
TRX00034081,ZLP004227,2024-12-28 08:52:12,Thực phẩm & Ăn uống,Auto-debit,148000.0,OnTime,No Promo,0,2024-12,0
TRX00034082,ZLP004229,2024-06-04 11:10:11,Thời trang,Bank Transfer,431000.0,OnTime,No Promo,0,2024-06,0
TRX00034083,ZLP004229,2024-06-27 10:31:14,Thời trang,Bank Transfer,662000.0,OnTime,No Promo,0,2024-06,0
TRX00034084,ZLP004229,2024-08-22 16:43:09,Thực phẩm & Ăn uống,ZaloPay Balance,597000.0,OnTime,No Promo,0,2024-08,0
TRX00034085,ZLP004229,2024-10-03 18:07:26,Thời trang,Bank Transfer,10000.0,Late,No Promo,0,2024-10,0
TRX00034086,ZLP004229,2024-10-22 09:09:18,Thời trang,ZaloPay Balance,453000.0,OnTime,No Promo,0,2024-10,0
TRX00034087,ZLP004229,2024-11-14 13:28:08,Thời trang,Bank Transfer,854000.0,OnTime,No Promo,0,2024-11,0
TRX00034088,ZLP004230,2024-06-30 15:36:43,Điện & Nước,ZaloPay Balance,421000.0,OnTime,No Promo,0,2024-06,0
TRX00034089,ZLP004230,2024-08-03 14:58:44,Điện & Nước,Bank Transfer,320000.0,OnTime,No Promo,0,2024-08,0
TRX00034090,ZLP004230,2024-08-31 09:36:34,Điện & Nước,Manual,228000.0,OnTime,No Promo,0,2024-08,0
TRX00034091,ZLP004230,2024-09-27 21:10:15,Điện & Nước,ZaloPay Balance,183000.0,OnTime,No Promo,0,2024-09,0
TRX00034092,ZLP004230,2024-10-18 08:31:13,Điện & Nước,ZaloPay Balance,241000.0,OnTime,No Promo,0,2024-10,0
TRX00034093,ZLP004230,2024-11-17 23:21:44,Điện & Nước,Manual,270000.0,OnTime,No Promo,0,2024-11,0
TRX00034094,ZLP004230,2024-12-12 10:09:25,Điện & Nước,ZaloPay Balance,462000.0,OnTime,No Promo,0,2024-12,0
TRX00034095,ZLP004231,2024-08-02 13:31:52,Thời trang,Auto-debit,185000.0,OnTime,No Promo,0,2024-08,0
TRX00034096,ZLP004231,2024-09-15 12:57:32,Thời trang,Bank Transfer,758000.0,OnTime,No Promo,0,2024-09,0
TRX00034097,ZLP004231,2024-10-28 21:21:58,Thời trang,ZaloPay Balance,759000.0,OnTime,No Promo,0,2024-10,0
TRX00034098,ZLP004231,2024-11-12 18:32:27,Thời trang,Auto-debit,332000.0,OnTime,No Promo,0,2024-11,0
TRX00034099,ZLP004232,2024-01-01 10:57:04,Điện tử,Auto-debit,189000.0,OnTime,No Promo,0,2024-01,0
TRX00034100,ZLP004232,2024-02-02 21:48:23,Viễn thông,Bank Transfer,168000.0,OnTime,No Promo,0,2024-02,0
TRX00034101,ZLP004232,2024-03-07 19:47:07,Viễn thông,Auto-debit,109000.0,OnTime,No Promo,0,2024-03,0
TRX00034102,ZLP004232,2024-04-05 22:06:50,Viễn thông,Bank Transfer,205000.0,OnTime,No Promo,0,2024-04,0
TRX00034103,ZLP004232,2024-05-07 08:04:44,Viễn thông,ZaloPay Balance,312000.0,Late,No Promo,0,2024-05,0
TRX00034104,ZLP004232,2024-06-12 09:33:02,Viễn thông,ZaloPay Balance,186000.0,OnTime,No Promo,0,2024-06,0
TRX00034105,ZLP004232,2024-07-11 17:07:05,Viễn thông,ZaloPay Balance,197000.0,OnTime,Cashback,0,2024-07,0
TRX00034106,ZLP004232,2024-08-07 16:59:53,Viễn thông,Auto-debit,233000.0,OnTime,No Promo,0,2024-08,0
TRX00034107,ZLP004232,2024-09-05 15:34:36,Thời trang,Bank Transfer,189000.0,OnTime,No Promo,0,2024-09,0
TRX00034108,ZLP004232,2024-10-06 10:10:13,Viễn thông,Auto-debit,260000.0,OnTime,No Promo,0,2024-10,0
TRX00034109,ZLP004232,2024-11-07 13:10:46,Điện & Nước,ZaloPay Balance,173000.0,Late,No Promo,0,2024-11,0
TRX00034110,ZLP004232,2024-12-09 19:41:17,Viễn thông,ZaloPay Balance,249000.0,OnTime,Cashback,0,2024-12,0
TRX00034111,ZLP004233,2024-08-02 10:04:13,Viễn thông,Auto-debit,191000.0,OnTime,No Promo,0,2024-08,0
TRX00034112,ZLP004233,2024-08-27 11:24:02,Viễn thông,ZaloPay Balance,181000.0,OnTime,No Promo,0,2024-08,0
TRX00034113,ZLP004233,2024-10-04 19:39:53,Viễn thông,ZaloPay Balance,230000.0,Late,No Promo,0,2024-10,0
TRX00034114,ZLP004233,2024-10-31 13:52:58,Thực phẩm & Ăn uống,ZaloPay Balance,145000.0,OnTime,No Promo,0,2024-10,0
TRX00034115,ZLP004233,2024-11-30 18:09:19,Viễn thông,ZaloPay Balance,168000.0,OnTime,No Promo,0,2024-11,0
TRX00034116,ZLP004234,2024-01-20 19:55:12,Viễn thông,ZaloPay Balance,80000.0,OnTime,No Promo,0,2024-01,0
TRX00034117,ZLP004234,2024-02-17 07:23:41,Viễn thông,Bank Transfer,177000.0,Late,No Promo,0,2024-02,0
TRX00034118,ZLP004234,2024-03-16 14:07:48,Viễn thông,Auto-debit,125000.0,OnTime,No Promo,0,2024-03,0
TRX00034119,ZLP004234,2024-04-11 15:47:12,Du lịch & Vận chuyển,ZaloPay Balance,187000.0,OnTime,No Promo,0,2024-04,0
TRX00034120,ZLP004234,2024-05-18 18:00:48,Viễn thông,Auto-debit,220000.0,OnTime,No Promo,0,2024-05,0
TRX00034121,ZLP004234,2024-06-24 09:24:17,Viễn thông,Auto-debit,254000.0,OnTime,FreeFee,0,2024-06,0
TRX00034122,ZLP004234,2024-07-18 21:08:24,Viễn thông,Manual,202000.0,OnTime,No Promo,0,2024-07,0
TRX00034123,ZLP004234,2024-08-22 09:30:20,Viễn thông,Bank Transfer,302000.0,OnTime,No Promo,0,2024-08,0
TRX00034124,ZLP004234,2024-09-15 16:14:41,Viễn thông,ZaloPay Balance,132000.0,OnTime,Cashback,0,2024-09,0
TRX00034125,ZLP004234,2024-10-14 10:14:50,Viễn thông,Bank Transfer,143000.0,Late,No Promo,0,2024-10,0
TRX00034126,ZLP004234,2024-11-09 10:04:29,Viễn thông,ZaloPay Balance,234000.0,OnTime,No Promo,0,2024-11,0
TRX00034127,ZLP004234,2024-12-14 21:28:53,Viễn thông,Manual,177000.0,OnTime,No Promo,0,2024-12,0
TRX00034128,ZLP004235,2024-01-04 09:14:17,Điện & Nước,ZaloPay Balance,287000.0,OnTime,No Promo,0,2024-01,0
TRX00034129,ZLP004235,2024-01-29 14:27:08,Điện & Nước,Auto-debit,146000.0,OnTime,No Promo,0,2024-01,0
TRX00034130,ZLP004235,2024-02-19 15:13:13,Điện & Nước,ZaloPay Balance,218000.0,OnTime,No Promo,0,2024-02,0
TRX00034131,ZLP004235,2024-03-20 12:43:59,Điện & Nước,Bank Transfer,131000.0,OnTime,No Promo,0,2024-03,0
TRX00034132,ZLP004235,2024-04-20 11:33:01,Du lịch & Vận chuyển,Auto-debit,309000.0,OnTime,No Promo,0,2024-04,0
TRX00034133,ZLP004235,2024-05-26 14:47:08,Điện & Nước,ZaloPay Balance,321000.0,OnTime,No Promo,0,2024-05,0
TRX00034134,ZLP004235,2024-06-26 11:28:17,Điện & Nước,ZaloPay Balance,263000.0,OnTime,LimitUpgrade,0,2024-06,0
TRX00034135,ZLP004235,2024-07-30 15:15:49,Điện & Nước,Auto-debit,287000.0,OnTime,No Promo,0,2024-07,0
TRX00034136,ZLP004235,2024-08-26 17:01:46,Điện & Nước,ZaloPay Balance,169000.0,OnTime,No Promo,0,2024-08,0
TRX00034137,ZLP004235,2024-09-25 08:20:08,Giải trí,Bank Transfer,206000.0,OnTime,No Promo,0,2024-09,0
TRX00034138,ZLP004235,2024-10-21 17:42:05,Điện & Nước,Auto-debit,234000.0,OnTime,No Promo,0,2024-10,0
TRX00034139,ZLP004235,2024-11-26 19:11:21,Điện & Nước,Auto-debit,254000.0,OnTime,No Promo,0,2024-11,0
TRX00034140,ZLP004235,2024-12-23 08:01:34,Điện & Nước,ZaloPay Balance,335000.0,OnTime,No Promo,0,2024-12,0
TRX00034141,ZLP004238,2024-06-30 13:02:12,Giải trí,ZaloPay Balance,351000.0,OnTime,No Promo,0,2024-06,0
TRX00034142,ZLP004238,2024-08-29 20:58:04,Giải trí,ZaloPay Balance,168000.0,OnTime,No Promo,0,2024-08,0
TRX00034143,ZLP004238,2024-11-04 13:08:07,Viễn thông,Bank Transfer,493000.0,OnTime,No Promo,0,2024-11,0
TRX00034144,ZLP004238,2024-12-09 09:22:48,Chăm sóc sức khỏe,ZaloPay Balance,625000.0,OnTime,FreeFee,0,2024-12,0
TRX00034145,ZLP004238,2024-12-24 11:40:44,Giải trí,ZaloPay Balance,491000.0,Late,No Promo,0,2024-12,0
TRX00034146,ZLP004240,2024-01-06 13:33:21,Viễn thông,Bank Transfer,192000.0,Partial,No Promo,0,2024-01,0
TRX00034147,ZLP004240,2024-02-08 19:21:10,Viễn thông,ZaloPay Balance,223000.0,OnTime,Cashback,0,2024-02,0
TRX00034148,ZLP004240,2024-03-03 23:33:40,Viễn thông,ZaloPay Balance,224000.0,OnTime,No Promo,0,2024-03,0
TRX00034149,ZLP004240,2024-04-08 23:23:28,Viễn thông,ZaloPay Balance,112000.0,OnTime,No Promo,0,2024-04,0
TRX00034150,ZLP004240,2024-05-01 11:38:38,Viễn thông,Bank Transfer,336000.0,OnTime,No Promo,0,2024-05,0
TRX00034151,ZLP004240,2024-05-30 20:36:11,Viễn thông,ZaloPay Balance,232000.0,OnTime,No Promo,0,2024-05,0
TRX00034152,ZLP004240,2024-06-28 11:59:37,Viễn thông,Bank Transfer,141000.0,OnTime,No Promo,0,2024-06,0
TRX00034153,ZLP004240,2024-07-22 11:22:49,Viễn thông,ZaloPay Balance,304000.0,OnTime,FreeFee,1,2024-07,1
TRX00034154,ZLP004240,2024-08-24 11:30:40,Điện & Nước,Bank Transfer,296000.0,OnTime,No Promo,0,2024-08,0
TRX00034155,ZLP004240,2024-09-30 11:01:24,Viễn thông,ZaloPay Balance,121000.0,OnTime,No Promo,0,2024-09,0
TRX00034156,ZLP004240,2024-10-16 23:33:11,Du lịch & Vận chuyển,ZaloPay Balance,179000.0,OnTime,Cashback,0,2024-10,0
TRX00034157,ZLP004240,2024-11-14 07:54:56,Viễn thông,ZaloPay Balance,144000.0,OnTime,No Promo,0,2024-11,0
TRX00034158,ZLP004240,2024-12-14 09:45:50,Viễn thông,Auto-debit,185000.0,OnTime,No Promo,0,2024-12,0
TRX00034159,ZLP004241,2024-01-01 08:30:39,Thực phẩm & Ăn uống,ZaloPay Balance,347000.0,Partial,Cashback,0,2024-01,0
TRX00034160,ZLP004241,2024-01-27 18:12:08,Thực phẩm & Ăn uống,ZaloPay Balance,173000.0,Partial,No Promo,0,2024-01,0
TRX00034161,ZLP004241,2024-02-09 12:45:06,Thực phẩm & Ăn uống,Auto-debit,141000.0,OnTime,No Promo,0,2024-02,0
TRX00034162,ZLP004241,2024-03-06 11:07:55,Thực phẩm & Ăn uống,ZaloPay Balance,219000.0,OnTime,No Promo,0,2024-03,0
TRX00034163,ZLP004241,2024-03-27 19:07:46,Thực phẩm & Ăn uống,ZaloPay Balance,117000.0,Late,Cashback,0,2024-03,0
TRX00034164,ZLP004241,2024-04-21 20:58:32,Thực phẩm & Ăn uống,ZaloPay Balance,237000.0,OnTime,No Promo,0,2024-04,0
TRX00034165,ZLP004241,2024-05-06 09:50:22,Thời trang,Auto-debit,134000.0,OnTime,No Promo,0,2024-05,0
TRX00034166,ZLP004241,2024-05-29 15:22:26,Thực phẩm & Ăn uống,ZaloPay Balance,123000.0,OnTime,Cashback,0,2024-05,0
TRX00034167,ZLP004241,2024-05-30 21:21:43,Thực phẩm & Ăn uống,Bank Transfer,137000.0,OnTime,No Promo,0,2024-05,0
TRX00034168,ZLP004241,2024-06-14 13:08:54,Thực phẩm & Ăn uống,Auto-debit,219000.0,OnTime,FreeFee,0,2024-06,0
TRX00034169,ZLP004241,2024-06-27 09:06:32,Thực phẩm & Ăn uống,ZaloPay Balance,23000.0,OnTime,No Promo,0,2024-06,0
TRX00034170,ZLP004241,2024-06-28 19:30:15,Thực phẩm & Ăn uống,Bank Transfer,333000.0,OnTime,No Promo,0,2024-06,0
TRX00034171,ZLP004241,2024-07-18 17:59:51,Thực phẩm & Ăn uống,Bank Transfer,192000.0,OnTime,No Promo,0,2024-07,0
TRX00034172,ZLP004241,2024-07-28 10:42:54,Thực phẩm & Ăn uống,Bank Transfer,185000.0,OnTime,Cashback,0,2024-07,0
TRX00034173,ZLP004241,2024-08-02 09:36:40,Thực phẩm & Ăn uống,Bank Transfer,47000.0,OnTime,No Promo,0,2024-08,0
TRX00034174,ZLP004241,2024-08-24 15:05:13,Thực phẩm & Ăn uống,Bank Transfer,134000.0,OnTime,No Promo,0,2024-08,0
TRX00034175,ZLP004241,2024-09-02 20:17:03,Điện & Nước,Bank Transfer,155000.0,OnTime,No Promo,0,2024-09,0
TRX00034176,ZLP004241,2024-09-18 10:00:42,Thực phẩm & Ăn uống,Bank Transfer,259000.0,Late,No Promo,0,2024-09,0
TRX00034177,ZLP004241,2024-10-02 14:32:55,Thực phẩm & Ăn uống,ZaloPay Balance,188000.0,OnTime,No Promo,0,2024-10,0
TRX00034178,ZLP004241,2024-10-11 18:55:53,Thực phẩm & Ăn uống,ZaloPay Balance,242000.0,OnTime,No Promo,0,2024-10,0
TRX00034179,ZLP004241,2024-11-02 12:28:00,Thực phẩm & Ăn uống,Bank Transfer,267000.0,OnTime,No Promo,0,2024-11,0
TRX00034180,ZLP004241,2024-11-16 23:28:04,Thực phẩm & Ăn uống,ZaloPay Balance,88000.0,OnTime,No Promo,0,2024-11,0
TRX00034181,ZLP004241,2024-12-03 22:35:58,Thực phẩm & Ăn uống,ZaloPay Balance,402000.0,Late,FreeFee,0,2024-12,0
TRX00034182,ZLP004241,2024-12-24 15:25:07,Thực phẩm & Ăn uống,Bank Transfer,193000.0,OnTime,No Promo,0,2024-12,0
TRX00034183,ZLP004242,2024-01-05 09:51:15,Thời trang,ZaloPay Balance,846000.0,OnTime,No Promo,0,2024-01,0
TRX00034184,ZLP004242,2024-02-06 13:20:38,Thời trang,Auto-debit,603000.0,OnTime,No Promo,0,2024-02,0
TRX00034185,ZLP004242,2024-05-06 14:43:02,Thời trang,ZaloPay Balance,709000.0,OnTime,No Promo,0,2024-05,0
TRX00034186,ZLP004242,2024-07-08 12:56:37,Điện & Nước,Bank Transfer,560000.0,OnTime,FreeFee,0,2024-07,0
TRX00034187,ZLP004242,2024-08-13 13:31:33,Thực phẩm & Ăn uống,Bank Transfer,1088000.0,Late,No Promo,0,2024-08,0
TRX00034188,ZLP004242,2024-10-11 15:51:00,Thời trang,Bank Transfer,121000.0,Late,No Promo,0,2024-10,0
TRX00034189,ZLP004242,2024-12-04 11:15:36,Thời trang,ZaloPay Balance,320000.0,OnTime,No Promo,0,2024-12,0
TRX00034190,ZLP004243,2024-09-01 15:56:35,Chăm sóc sức khỏe,ZaloPay Balance,306000.0,OnTime,LimitUpgrade,0,2024-09,0
TRX00034191,ZLP004246,2024-01-01 18:36:54,Thực phẩm & Ăn uống,Bank Transfer,278000.0,Partial,No Promo,0,2024-01,0
TRX00034192,ZLP004246,2024-01-27 08:31:35,Thực phẩm & Ăn uống,Bank Transfer,208000.0,OnTime,No Promo,0,2024-01,0
TRX00034193,ZLP004246,2024-02-25 22:03:58,Thực phẩm & Ăn uống,ZaloPay Balance,97000.0,OnTime,FreeFee,0,2024-02,0
TRX00034194,ZLP004246,2024-03-17 22:42:59,Thực phẩm & Ăn uống,Bank Transfer,253000.0,OnTime,No Promo,0,2024-03,0
TRX00034195,ZLP004246,2024-04-09 12:40:49,Thực phẩm & Ăn uống,Bank Transfer,205000.0,OnTime,No Promo,0,2024-04,0
TRX00034196,ZLP004246,2024-04-11 14:42:33,Thực phẩm & Ăn uống,ZaloPay Balance,373000.0,OnTime,No Promo,0,2024-04,0
TRX00034197,ZLP004246,2024-05-04 08:24:25,Thực phẩm & Ăn uống,ZaloPay Balance,227000.0,Late,Cashback,0,2024-05,0
TRX00034198,ZLP004246,2024-05-22 13:46:28,Thực phẩm & Ăn uống,ZaloPay Balance,151000.0,OnTime,No Promo,0,2024-05,0
TRX00034199,ZLP004246,2024-06-06 17:51:06,Thực phẩm & Ăn uống,ZaloPay Balance,10000.0,OnTime,No Promo,0,2024-06,0
TRX00034200,ZLP004246,2024-06-07 14:18:14,Thực phẩm & Ăn uống,Auto-debit,226000.0,OnTime,No Promo,0,2024-06,0
TRX00034201,ZLP004246,2024-06-24 16:41:18,Thực phẩm & Ăn uống,ZaloPay Balance,249000.0,OnTime,LimitUpgrade,0,2024-06,0
TRX00034202,ZLP004246,2024-07-20 19:53:02,Thực phẩm & Ăn uống,Bank Transfer,284000.0,OnTime,LimitUpgrade,0,2024-07,0
TRX00034203,ZLP004246,2024-07-31 12:48:47,Thực phẩm & Ăn uống,ZaloPay Balance,139000.0,Late,No Promo,0,2024-07,0
TRX00034204,ZLP004246,2024-08-12 12:35:11,Thực phẩm & Ăn uống,Bank Transfer,184000.0,OnTime,No Promo,0,2024-08,0
TRX00034205,ZLP004246,2024-09-02 21:00:37,Thực phẩm & Ăn uống,Auto-debit,89000.0,OnTime,No Promo,0,2024-09,0
TRX00034206,ZLP004246,2024-09-03 08:57:54,Thực phẩm & Ăn uống,Manual,177000.0,OnTime,No Promo,0,2024-09,0
TRX00034207,ZLP004246,2024-10-15 23:24:57,Thực phẩm & Ăn uống,Auto-debit,219000.0,Partial,No Promo,0,2024-10,0
TRX00034208,ZLP004246,2024-11-05 15:14:41,Thực phẩm & Ăn uống,Manual,355000.0,Partial,Cashback,0,2024-11,0
TRX00034209,ZLP004246,2024-11-26 22:02:06,Thực phẩm & Ăn uống,ZaloPay Balance,251000.0,Late,No Promo,0,2024-11,0
TRX00034210,ZLP004246,2024-11-27 10:58:43,Thực phẩm & Ăn uống,Manual,237000.0,OnTime,No Promo,0,2024-11,0
TRX00034211,ZLP004246,2024-12-04 22:04:28,Thực phẩm & Ăn uống,ZaloPay Balance,191000.0,OnTime,No Promo,0,2024-12,0
TRX00034212,ZLP004246,2024-12-22 23:08:45,Thực phẩm & Ăn uống,ZaloPay Balance,246000.0,Late,FreeFee,0,2024-12,0
TRX00034213,ZLP004247,2024-01-05 20:10:34,Du lịch & Vận chuyển,ZaloPay Balance,568000.0,OnTime,No Promo,0,2024-01,0
TRX00034214,ZLP004247,2024-03-06 11:20:40,Du lịch & Vận chuyển,ZaloPay Balance,866000.0,OnTime,Cashback,0,2024-03,0
TRX00034215,ZLP004247,2024-05-25 18:50:42,Điện & Nước,Bank Transfer,1433000.0,OnTime,No Promo,0,2024-05,0
TRX00034216,ZLP004247,2024-08-13 20:32:58,Du lịch & Vận chuyển,Bank Transfer,946000.0,OnTime,No Promo,0,2024-08,0
TRX00034217,ZLP004247,2024-09-26 13:58:21,Du lịch & Vận chuyển,Auto-debit,517000.0,OnTime,No Promo,0,2024-09,0
TRX00034218,ZLP004247,2024-11-25 10:33:17,Du lịch & Vận chuyển,ZaloPay Balance,675000.0,OnTime,No Promo,0,2024-11,0
TRX00034219,ZLP004248,2024-07-05 12:35:46,Thời trang,Auto-debit,233000.0,OnTime,No Promo,0,2024-07,0
TRX00034220,ZLP004248,2024-09-10 12:24:43,Điện tử,Bank Transfer,162000.0,OnTime,No Promo,0,2024-09,0
TRX00034221,ZLP004248,2024-12-09 17:00:33,Thời trang,ZaloPay Balance,832000.0,Late,No Promo,0,2024-12,0
TRX00034222,ZLP004250,2024-10-03 16:12:32,Điện & Nước,Bank Transfer,334000.0,OnTime,No Promo,0,2024-10,0
TRX00034223,ZLP004250,2024-11-01 12:56:35,Điện & Nước,ZaloPay Balance,194000.0,OnTime,No Promo,0,2024-11,0
TRX00034224,ZLP004250,2024-11-25 22:08:36,Thực phẩm & Ăn uống,Auto-debit,318000.0,OnTime,No Promo,0,2024-11,0
TRX00034225,ZLP004250,2024-12-29 14:49:25,Điện & Nước,Bank Transfer,301000.0,OnTime,No Promo,0,2024-12,0
TRX00034226,ZLP004251,2024-04-04 11:49:22,Viễn thông,ZaloPay Balance,194000.0,Partial,No Promo,0,2024-04,0
TRX00034227,ZLP004251,2024-04-27 08:22:27,Thực phẩm & Ăn uống,Bank Transfer,266000.0,Late,No Promo,0,2024-04,0
TRX00034228,ZLP004251,2024-05-20 14:29:34,Điện & Nước,ZaloPay Balance,190000.0,OnTime,No Promo,0,2024-05,0
TRX00034229,ZLP004251,2024-06-26 18:40:37,Thực phẩm & Ăn uống,ZaloPay Balance,205000.0,OnTime,No Promo,0,2024-06,0
TRX00034230,ZLP004251,2024-07-18 10:57:17,Viễn thông,Bank Transfer,218000.0,Partial,LimitUpgrade,0,2024-07,0
TRX00034231,ZLP004251,2024-08-09 22:18:03,Viễn thông,ZaloPay Balance,204000.0,OnTime,LimitUpgrade,0,2024-08,0
TRX00034232,ZLP004251,2024-09-06 22:45:46,Viễn thông,ZaloPay Balance,221000.0,Late,No Promo,0,2024-09,0
TRX00034233,ZLP004251,2024-10-01 17:17:47,Viễn thông,Bank Transfer,198000.0,Late,No Promo,0,2024-10,0
TRX00034234,ZLP004251,2024-10-26 09:47:12,Viễn thông,Auto-debit,269000.0,OnTime,No Promo,0,2024-10,0
TRX00034235,ZLP004251,2024-11-29 23:10:29,Viễn thông,ZaloPay Balance,208000.0,OnTime,Cashback,0,2024-11,0
TRX00034236,ZLP004251,2024-12-28 18:35:04,Thực phẩm & Ăn uống,Auto-debit,237000.0,OnTime,No Promo,0,2024-12,0
TRX00034237,ZLP004252,2024-08-30 10:19:25,Thời trang,ZaloPay Balance,809000.0,OnTime,No Promo,0,2024-08,0
TRX00034238,ZLP004252,2024-08-31 16:45:43,Thời trang,ZaloPay Balance,682000.0,OnTime,No Promo,0,2024-08,0
TRX00034239,ZLP004252,2024-10-07 11:38:41,Thời trang,Bank Transfer,10000.0,OnTime,No Promo,0,2024-10,0
TRX00034240,ZLP004252,2024-11-02 14:17:20,Thời trang,ZaloPay Balance,1950000.0,OnTime,No Promo,0,2024-11,0
TRX00034241,ZLP004254,2024-05-01 16:06:40,Du lịch & Vận chuyển,Bank Transfer,350000.0,Late,No Promo,0,2024-05,0
TRX00034242,ZLP004254,2024-07-13 13:59:56,Du lịch & Vận chuyển,ZaloPay Balance,1425000.0,Partial,No Promo,0,2024-07,0
TRX00034243,ZLP004254,2024-09-09 15:11:30,Du lịch & Vận chuyển,ZaloPay Balance,961000.0,OnTime,No Promo,0,2024-09,0
