customer_id,age,gender,city,city_tier,kyc_verified,phone_verified,device_type,referral_source,activation_date,credit_limit_vnd,primary_cat_pref,wl_age_days,first_trx_date,last_trx_date,recency_days,total_trx_count,total_amount_vnd,avg_amount_vnd,max_amount_vnd,outstanding_balance_vnd,utilization_ratio,tenure_days,avg_inter_days,months_active,max_consecutive_months,spending_velocity_ratio,r90_count,r90_amount,unique_categories,top_category,late_count,partial_count,ontime_count,late_rate,promo_count,promo_rate,suspicious_count,lifecycle_segment,churn_30d,churn_60d,churn_90d,churn_label
ZLP002977,35.0,Male,Hà Nội,1,1,1,Android,Organic,2024-05-30,3000000,Viễn thông,3.0,2024-06-02 12:46:21,2024-12-06 12:33:48,24.0,7.0,1382000.0,197428.57142857142,229000.0,204000.0,0.0384,186.0,26.6,6.0,4.0,0.59,2.0,413000.0,1.0,Viễn thông,0.0,1.0,6.0,0.0,1.0,0.1429,0.0,RPU_Mid,0,0,0,0
ZLP002978,22.0,Female,Hồ Chí Minh,3,1,1,iOS,Campaign,2023-11-02,1000000,Điện tử,62.0,2024-01-03 17:21:25,2024-10-10 20:31:19,81.0,5.0,11054000.0,2210800.0,2779000.0,0.0,0.9212,281.0,56.2,5.0,2.0,0.624,1.0,2154000.0,2.0,Điện tử,1.0,0.0,4.0,0.2,1.0,0.2,0.0,RPU_Early,1,1,0,1
ZLP002979,31.0,Female,Hà Nội,1,1,1,Android,Unknown,2023-10-03,500000,Chăm sóc sức khỏe,91.0,2024-01-02 12:05:15,2024-12-11 12:18:58,19.0,10.0,3436000.0,343600.0,507000.0,507000.0,0.5727,344.0,34.4,10.0,7.0,0.764,2.0,975000.0,2.0,Chăm sóc sức khỏe,1.0,0.0,9.0,0.1,1.0,0.1,0.0,RPU_Mid,0,0,0,0
ZLP002980,29.0,Male,Cần Thơ,2,1,1,iOS,Referral,2024-04-30,1000000,Điện tử,3.0,2024-05-03 20:17:35,2024-09-22 14:44:53,99.0,3.0,5795000.0,1931666.6666666667,2832000.0,0.0,0.4829,141.0,47.0,3.0,2.0,0.0,0.0,0.0,1.0,Điện tử,0.0,0.0,3.0,0.0,0.0,0.0,0.0,RPU_Early,1,1,1,1
ZLP002981,29.0,Female,Hà Nội,1,1,1,iOS,Unknown,2024-07-29,2000000,Thực phẩm & Ăn uống,1.0,2024-07-30 19:58:20,2024-12-07 12:11:32,23.0,9.0,1182000.0,131333.33333333334,253000.0,167000.0,0.0492,129.0,14.3,6.0,6.0,0.796,5.0,903000.0,3.0,Thực phẩm & Ăn uống,0.0,1.0,8.0,0.0,2.0,0.2222,0.0,RPU_Mid,0,0,0,0
ZLP002982,35.0,Male,Hồ Chí Minh,1,1,1,Android,Organic,2023-01-01,3000000,Điện tử,369.0,2024-01-05 14:06:58,2024-10-28 07:14:54,63.0,4.0,8779000.0,2194750.0,3177000.0,0.0,0.2439,296.0,74.0,4.0,1.0,0.822,1.0,3177000.0,2.0,Điện tử,0.0,1.0,3.0,0.0,1.0,0.25,0.0,RPU_Early,1,1,0,1
ZLP002983,32.0,Male,Đà Nẵng,2,1,0,Android,Organic,2023-11-02,3000000,Điện & Nước,62.0,2024-01-03 09:02:26,2024-12-05 10:39:10,25.0,13.0,3590000.0,276153.8461538461,458000.0,458000.0,0.0997,337.0,25.9,12.0,12.0,0.864,3.0,1103000.0,2.0,Điện & Nước,2.0,1.0,10.0,0.1538,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP002984,29.0,Female,Đồng Nai,3,1,1,Android,Unknown,2024-09-27,2000000,Điện tử,3.0,2024-09-30 13:25:13,2024-11-09 14:32:27,51.0,2.0,4874550.000000003,2437275.0000000014,3203550.000000003,0.0,0.2031,40.0,20.0,2.0,1.0,0.222,1.0,1671000.0,2.0,Thực phẩm & Ăn uống,0.0,0.0,2.0,0.0,0.0,0.0,0.0,RPU_Early,1,0,0,0
ZLP002985,18.0,Male,Hải Phòng,2,1,1,Android,Campaign,2023-12-18,2000000,Điện & Nước,15.0,2024-01-02 23:59:28,2024-12-23 12:20:14,7.0,14.0,3495000.0,249642.85714285713,399000.0,293000.0,0.1456,355.0,25.4,11.0,7.0,1.127,4.0,1224000.0,2.0,Điện & Nước,1.0,2.0,11.0,0.0714,1.0,0.0714,0.0,RPU_Mid,0,0,0,0
ZLP002986,22.0,Male,Hải Phòng,2,1,1,Android,Referral,2024-09-27,1000000,Điện & Nước,0.0,2024-09-27 12:05:35,2024-12-13 20:10:25,17.0,4.0,988000.0,247000.0,396000.0,180000.0,0.0823,77.0,19.2,4.0,4.0,0.642,3.0,592000.0,1.0,Điện & Nước,2.0,0.0,2.0,0.5,1.0,0.25,0.0,RPU_Early,0,0,0,0
ZLP002987,27.0,Male,Hà Nội,1,1,0,Android,Unknown,2023-11-02,3000000,Điện tử,60.0,2024-01-01 07:24:51,2024-11-03 23:25:26,57.0,5.0,11407000.0,2281400.0,2705000.0,0.0,0.3169,307.0,61.4,5.0,2.0,0.682,1.0,2705000.0,1.0,Điện tử,0.0,1.0,4.0,0.0,1.0,0.2,0.0,RPU_Early,1,0,0,0
ZLP002988,28.0,Female,Đồng Nai,3,1,1,iOS,Campaign,2023-11-02,3000000,Thực phẩm & Ăn uống,64.0,2024-01-05 11:28:14,2024-04-21 17:03:24,253.0,7.0,1396000.0,199428.57142857142,317000.0,0.0,0.0388,107.0,15.3,4.0,4.0,0.0,0.0,0.0,3.0,Thực phẩm & Ăn uống,0.0,0.0,7.0,0.0,1.0,0.1429,0.0,RPU_Mid,1,1,1,1
ZLP002989,21.0,Female,Hồ Chí Minh,1,1,1,Android,Organic,2023-11-02,5000000,Điện & Nước,61.0,2024-01-02 10:13:35,2024-12-02 12:04:50,28.0,14.0,3544000.0,253142.85714285713,391000.0,221000.0,0.0591,335.0,23.9,11.0,7.0,0.798,3.0,621000.0,5.0,Điện & Nước,1.0,0.0,13.0,0.0714,4.0,0.2857,0.0,RPU_Mid,0,0,0,0
ZLP002990,42.0,Male,Bình Dương,3,1,1,Android,Unknown,2023-07-05,5000000,Thực phẩm & Ăn uống,184.0,2024-01-05 09:42:11,2024-12-08 20:50:11,22.0,22.0,3523000.0,160136.36363636365,401000.0,130000.0,0.0587,338.0,15.4,12.0,12.0,1.024,6.0,1008000.0,3.0,Thực phẩm & Ăn uống,1.0,1.0,20.0,0.0455,4.0,0.1818,0.0,RPU_Loyal,0,0,0,0
ZLP002991,37.0,Female,Nghệ An,3,1,0,Android,Organic,2024-08-28,1000000,Điện & Nước,6.0,2024-09-03 09:26:46,2024-12-17 17:33:12,13.0,4.0,757000.0,189250.0,250000.0,193000.0,0.0631,105.0,26.2,4.0,4.0,0.875,3.0,507000.0,3.0,Điện & Nước,0.0,1.0,3.0,0.0,1.0,0.25,0.0,RPU_Early,0,0,0,0
ZLP002992,31.0,Male,Hồ Chí Minh,1,1,1,Android,Unknown,2024-11-26,2000000,Thực phẩm & Ăn uống,6.0,2024-12-02 12:16:01,2024-12-19 20:36:06,11.0,2.0,267000.0,133500.0,162000.0,267000.0,0.0111,17.0,8.5,1.0,1.0,0.189,2.0,267000.0,1.0,Thực phẩm & Ăn uống,0.0,0.0,2.0,0.0,0.0,0.0,0.0,RPU_Early,0,0,0,0
ZLP002993,28.0,Female,Hà Nội,1,1,0,Android,Unknown,2024-09-27,2000000,Điện & Nước,6.0,2024-10-03 12:18:21,2024-12-10 11:57:39,20.0,4.0,1085000.0,271250.0,293000.0,281000.0,0.0452,67.0,16.8,3.0,3.0,0.744,4.0,1085000.0,3.0,Điện & Nước,0.0,0.0,4.0,0.0,0.0,0.0,0.0,RPU_Early,0,0,0,0
ZLP002994,26.0,Male,Cần Thơ,2,0,1,Android,Social,2024-07-29,1000000,Viễn thông,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP002995,22.0,Female,Bình Dương,3,0,1,Android,Organic,2024-07-29,500000,Viễn thông,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP002996,28.0,Other,Hồ Chí Minh,1,1,1,iOS,Organic,2024-03-31,3000000,Thực phẩm & Ăn uống,4.0,2024-04-04 22:25:34,2024-12-20 13:02:07,10.0,15.0,2284000.0,152266.66666666666,338000.0,218000.0,0.0634,259.0,17.3,9.0,9.0,0.767,4.0,628000.0,2.0,Thực phẩm & Ăn uống,3.0,0.0,12.0,0.2,4.0,0.2667,0.0,RPU_Mid,0,0,0,0
ZLP002997,29.0,Female,Thanh Hóa,3,1,1,iOS,Campaign,2024-06-29,2000000,Điện & Nước,5.0,2024-07-04 22:00:59,2024-12-10 16:20:02,20.0,7.0,1804000.0,257714.2857142857,341000.0,304000.0,0.0752,158.0,22.6,6.0,6.0,0.752,3.0,935000.0,2.0,Điện & Nước,2.0,2.0,3.0,0.2857,1.0,0.1429,0.0,RPU_Mid,0,0,0,0
ZLP002998,20.0,Male,Cần Thơ,2,1,1,Android,Referral,2023-11-02,2000000,Thực phẩm & Ăn uống,64.0,2024-01-05 18:37:18,2024-12-27 18:17:13,3.0,25.0,4556000.0,182240.0,344000.0,551000.0,0.1898,356.0,14.2,12.0,12.0,0.949,6.0,1018000.0,3.0,Thực phẩm & Ăn uống,0.0,1.0,24.0,0.0,3.0,0.12,0.0,RPU_Loyal,0,0,0,0
ZLP002999,30.0,Female,Hồ Chí Minh,1,1,1,Android,Unknown,2023-12-18,2000000,Thực phẩm & Ăn uống,18.0,2024-01-05 12:09:34,2024-12-25 12:35:37,5.0,18.0,3000000.0,166666.66666666666,306000.0,240000.0,0.125,355.0,19.7,12.0,12.0,0.877,4.0,580000.0,3.0,Thực phẩm & Ăn uống,3.0,0.0,15.0,0.1667,2.0,0.1111,0.0,RPU_Loyal,0,0,0,0
ZLP003000,27.0,Male,Hồ Chí Minh,1,1,1,Android,Social,2024-03-31,3000000,Chăm sóc sức khỏe,1.0,2024-04-01 19:52:13,2024-11-21 17:00:17,39.0,10.0,2960000.0,296000.0,581000.0,0.0,0.0822,233.0,23.3,7.0,6.0,0.777,3.0,684000.0,1.0,Chăm sóc sức khỏe,0.0,1.0,9.0,0.0,3.0,0.3,0.0,RPU_Mid,1,0,0,0
ZLP003001,18.0,Female,Đồng Nai,3,1,0,Android,Organic,2024-07-29,1000000,Chăm sóc sức khỏe,0.0,2024-07-29 21:17:15,2024-12-28 21:41:01,2.0,5.0,2198000.0,439600.0,528000.0,434000.0,0.1832,152.0,30.4,5.0,4.0,1.013,3.0,1453000.0,1.0,Chăm sóc sức khỏe,0.0,1.0,4.0,0.0,1.0,0.2,0.0,RPU_Early,0,0,0,0
ZLP003002,22.0,Male,Hồ Chí Minh,1,1,1,Android,Unknown,2024-03-31,2000000,Chăm sóc sức khỏe,6.0,2024-04-06 12:48:37,2024-12-05 09:01:35,25.0,7.0,3106000.0,443714.28571428574,663000.0,400000.0,0.1294,242.0,34.6,7.0,5.0,0.768,2.0,606000.0,1.0,Chăm sóc sức khỏe,1.0,0.0,6.0,0.1429,3.0,0.4286,0.0,RPU_Mid,0,0,0,0
ZLP003003,25.0,Male,Hồ Chí Minh,1,1,1,Android,Organic,2024-07-29,2000000,Thực phẩm & Ăn uống,2.0,2024-07-31 08:19:10,2024-12-29 10:47:51,1.0,11.0,1398000.0,127090.90909090909,272000.0,361000.0,0.0582,151.0,13.7,6.0,6.0,0.915,6.0,728000.0,1.0,Thực phẩm & Ăn uống,3.0,0.0,8.0,0.2727,1.0,0.0909,1.0,RPU_Mid,0,0,0,0
ZLP003004,39.0,Male,Đà Nẵng,2,0,1,Android,Social,2024-01-01,3000000,Viễn thông,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP003005,31.0,Male,Cần Thơ,2,1,1,Android,Referral,2024-04-30,2000000,Thực phẩm & Ăn uống,6.0,2024-05-06 15:41:02,2024-12-28 17:10:51,2.0,15.0,2331000.0,155400.0,324000.0,129000.0,0.0971,236.0,15.7,8.0,8.0,0.874,5.0,821000.0,4.0,Thực phẩm & Ăn uống,2.0,1.0,12.0,0.1333,2.0,0.1333,1.0,RPU_Mid,0,0,0,0
ZLP003006,19.0,Female,Bình Dương,3,1,1,iOS,Referral,2024-11-26,5000000,Điện tử,6.0,2024-12-02 19:55:43,2024-12-02 19:55:43,28.0,1.0,2351000.0,2351000.0,2351000.0,2351000.0,0.0392,1.0,1.0,1.0,1.0,0.011,1.0,2351000.0,1.0,Giải trí,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FPU,0,0,0,0
ZLP003007,30.0,Female,Hà Nội,1,1,1,Android,Referral,2023-10-03,1000000,Thực phẩm & Ăn uống,94.0,2024-01-05 20:22:26,2024-12-24 11:20:38,6.0,19.0,3329000.0,175210.52631578947,302000.0,428000.0,0.2774,353.0,18.6,12.0,12.0,0.826,4.0,743000.0,4.0,Thực phẩm & Ăn uống,1.0,1.0,17.0,0.0526,4.0,0.2105,0.0,RPU_Loyal,0,0,0,0
ZLP003008,18.0,Female,Đồng Nai,3,1,1,iOS,Social,2024-09-27,5000000,Thời trang,5.0,2024-10-02 23:14:54,2024-12-10 16:55:00,20.0,3.0,1849000.0,616333.3333333334,828000.0,614000.0,0.0308,68.0,22.7,3.0,3.0,0.756,3.0,1849000.0,1.0,Thời trang,2.0,0.0,1.0,0.6667,1.0,0.3333,0.0,RPU_Early,0,0,0,0
ZLP003009,34.0,Female,Thanh Hóa,3,1,1,Android,Referral,2024-01-15,3000000,Điện tử,4.0,2024-01-19 13:40:57,2024-01-19 13:40:57,346.0,1.0,2675000.0,2675000.0,2675000.0,0.0,0.0743,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,Điện tử,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FPU,1,1,1,1
ZLP003010,25.0,Female,Hồ Chí Minh,1,0,1,Android,Social,2024-03-31,2000000,Du lịch & Vận chuyển,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP003011,27.0,Male,Bình Dương,3,1,1,iOS,Organic,2024-08-28,1000000,Giải trí,4.0,2024-09-01 11:32:05,2024-12-09 16:08:47,21.0,3.0,1068000.0,356000.0,444000.0,233000.0,0.089,99.0,33.0,3.0,2.0,0.733,2.0,624000.0,1.0,Giải trí,0.0,0.0,3.0,0.0,2.0,0.6667,0.0,RPU_Early,0,0,0,0
ZLP003012,35.0,Male,An Giang,3,1,1,Android,Social,2023-12-18,1000000,Chăm sóc sức khỏe,20.0,2024-01-07 12:26:36,2024-12-29 13:29:06,1.0,13.0,3565000.0,274230.76923076925,461000.0,281000.0,0.2971,357.0,27.5,10.0,5.0,0.915,3.0,742000.0,5.0,Chăm sóc sức khỏe,2.0,1.0,10.0,0.1538,1.0,0.0769,0.0,RPU_Mid,0,0,0,0
ZLP003013,20.0,Male,Bình Dương,3,0,1,Android,Unknown,2023-12-18,3000000,Điện & Nước,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP003014,19.0,Male,Bình Dương,3,1,1,Android,Referral,2024-01-15,2000000,Giải trí,2.0,2024-01-17 08:21:24,2024-12-09 10:13:15,21.0,8.0,2427000.0,303375.0,488000.0,221000.0,0.1011,327.0,40.9,8.0,4.0,1.362,3.0,1144000.0,2.0,Giải trí,1.0,1.0,6.0,0.125,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP003015,27.0,Male,Hồ Chí Minh,1,1,1,Android,Unknown,2023-01-01,2000000,Điện tử,369.0,2024-01-05 21:33:01,2024-12-11 23:59:00,19.0,5.0,8194000.0,1638800.0,2531000.0,1589000.0,0.3414,341.0,68.2,5.0,1.0,1.516,2.0,4120000.0,1.0,Điện tử,0.0,1.0,4.0,0.0,2.0,0.4,0.0,RPU_Early,0,0,0,0
ZLP003016,34.0,Male,Đà Nẵng,2,1,1,iOS,Organic,2024-01-15,2000000,Điện tử,1.0,2024-01-16 19:14:57,2024-12-09 19:59:37,21.0,5.0,11687550.000000004,2337510.000000001,3203550.000000003,3203550.0,0.487,328.0,65.6,5.0,1.0,1.458,2.0,6004550.000000003,1.0,Điện tử,0.0,0.0,5.0,0.0,0.0,0.0,0.0,RPU_Early,0,0,0,0
ZLP003017,18.0,Female,Đà Nẵng,2,1,1,Android,Social,2023-12-02,3000000,Điện & Nước,31.0,2024-01-02 12:59:39,2024-12-19 16:26:20,11.0,14.0,3250000.0,232142.85714285713,309000.0,202000.0,0.0903,352.0,25.1,12.0,12.0,0.838,3.0,815000.0,2.0,Điện & Nước,3.0,0.0,11.0,0.2143,1.0,0.0714,0.0,RPU_Mid,0,0,0,0
ZLP003018,18.0,Male,Bình Dương,3,1,1,iOS,Organic,2024-09-27,500000,Thực phẩm & Ăn uống,4.0,2024-10-01 08:38:52,2024-12-22 08:00:03,8.0,5.0,930000.0,186000.0,330000.0,370000.0,0.155,81.0,16.2,3.0,3.0,0.72,4.0,882000.0,1.0,Thực phẩm & Ăn uống,1.0,0.0,4.0,0.2,0.0,0.0,0.0,RPU_Early,0,0,0,0
ZLP003019,25.0,Female,Thanh Hóa,3,1,1,Android,Campaign,2023-07-05,500000,Thời trang,181.0,2024-01-02 15:39:15,2024-12-21 11:19:27,9.0,9.0,5285000.0,587222.2222222222,932000.0,650000.0,0.8808,353.0,39.2,7.0,2.0,0.872,2.0,1327000.0,1.0,Thời trang,2.0,0.0,7.0,0.2222,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP003020,31.0,Male,Hồ Chí Minh,1,1,1,iOS,Referral,2024-01-01,500000,Viễn thông,5.0,2024-01-06 13:24:03,2024-12-21 18:29:13,9.0,15.0,3280000.0,218666.66666666666,326000.0,209000.0,0.5467,350.0,23.3,12.0,12.0,1.037,4.0,1002000.0,1.0,Viễn thông,2.0,2.0,11.0,0.1333,2.0,0.1333,0.0,RPU_Mid,0,0,0,0
ZLP003021,35.0,Female,Hồ Chí Minh,1,1,1,iOS,Referral,2024-09-27,1000000,Điện & Nước,1.0,2024-09-28 22:59:38,2024-12-11 12:33:41,19.0,4.0,932000.0,233000.0,265000.0,205000.0,0.0777,73.0,18.2,4.0,4.0,0.608,3.0,713000.0,1.0,Điện & Nước,2.0,0.0,2.0,0.5,0.0,0.0,0.0,RPU_Early,0,0,0,0
ZLP003022,25.0,Female,Hồ Chí Minh,1,0,1,Android,Referral,2024-08-28,2000000,Thời trang,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP003023,25.0,Female,Bình Dương,3,1,1,iOS,Unknown,2024-04-30,3000000,Thực phẩm & Ăn uống,2.0,2024-05-02 13:13:25,2024-12-11 10:49:47,19.0,16.0,2546000.0,159125.0,331000.0,190000.0,0.0707,222.0,13.9,8.0,8.0,1.079,7.0,1335000.0,3.0,Thực phẩm & Ăn uống,3.0,0.0,13.0,0.1875,2.0,0.125,0.0,RPU_Loyal,0,0,0,0
ZLP003024,34.0,Female,Hồ Chí Minh,1,1,1,Android,Unknown,2024-03-01,1000000,Điện & Nước,2.0,2024-03-03 22:32:05,2024-12-12 17:33:38,18.0,11.0,2892000.0,262909.0909090909,377000.0,265000.0,0.241,283.0,25.7,10.0,10.0,0.858,3.0,836000.0,2.0,Điện & Nước,2.0,0.0,9.0,0.1818,3.0,0.2727,0.0,RPU_Mid,0,0,0,0
ZLP003025,18.0,Male,Hồ Chí Minh,2,1,1,Android,Unknown,2023-12-02,500000,Thực phẩm & Ăn uống,36.0,2024-01-07 22:44:01,2024-12-12 09:12:04,18.0,22.0,4041000.0,183681.81818181818,361000.0,89000.0,0.6735,339.0,15.4,12.0,12.0,0.514,3.0,519000.0,3.0,Thực phẩm & Ăn uống,3.0,1.0,18.0,0.1364,3.0,0.1364,0.0,RPU_Loyal,0,0,0,0
ZLP003026,25.0,Male,Hà Nội,1,1,1,Android,Referral,2023-12-18,2000000,Điện & Nước,15.0,2024-01-02 20:07:38,2024-12-28 09:57:47,2.0,14.0,3243000.0,231642.85714285713,321000.0,544000.0,0.1351,360.0,25.7,12.0,12.0,1.143,4.0,1050000.0,1.0,Điện & Nước,2.0,3.0,9.0,0.1429,6.0,0.4286,0.0,RPU_Mid,0,0,0,0
ZLP003027,29.0,Male,Hà Nội,1,1,1,Unknown,Social,2023-07-05,5000000,Thực phẩm & Ăn uống,180.0,2024-01-01 17:36:41,2024-12-21 16:29:28,9.0,21.0,3696000.0,176000.0,370000.0,291000.0,0.0616,354.0,16.9,12.0,12.0,0.749,4.0,815000.0,5.0,Thực phẩm & Ăn uống,4.0,1.0,16.0,0.1905,3.0,0.1429,0.0,RPU_Loyal,0,0,0,0
ZLP003028,30.0,Male,Hồ Chí Minh,1,1,1,Android,Social,2024-06-29,1000000,Viễn thông,6.0,2024-07-05 19:28:03,2024-12-06 12:51:49,24.0,7.0,1626000.0,232285.7142857143,345000.0,119000.0,0.1355,153.0,21.9,6.0,6.0,0.729,3.0,609000.0,3.0,Viễn thông,0.0,0.0,7.0,0.0,1.0,0.1429,0.0,RPU_Mid,0,0,0,0
ZLP003029,24.0,Female,Hải Phòng,2,0,1,iOS,Referral,2023-12-02,5000000,Giải trí,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP003030,28.0,Female,Đà Nẵng,2,1,1,Android,Campaign,2024-03-31,1000000,Điện & Nước,5.0,2024-04-05 17:04:40,2024-12-21 13:30:00,9.0,9.0,2080000.0,231111.11111111112,341000.0,336000.0,0.1733,259.0,28.8,9.0,9.0,0.959,3.0,728000.0,2.0,Điện & Nước,0.0,0.0,9.0,0.0,3.0,0.3333,1.0,RPU_Mid,0,0,0,0
ZLP003031,18.0,Female,Nghệ An,3,1,1,iOS,Campaign,2023-12-18,1000000,Thời trang,18.0,2024-01-05 17:42:25,2024-10-22 19:57:50,69.0,10.0,7387000.0,738700.0,1005000.0,0.0,0.6156,291.0,29.1,8.0,3.0,0.647,2.0,933000.0,4.0,Thời trang,1.0,1.0,8.0,0.1,2.0,0.2,0.0,RPU_Mid,1,1,0,1
ZLP003032,24.0,Male,Đà Nẵng,2,1,1,Android,Campaign,2024-01-01,3000000,Điện & Nước,4.0,2024-01-05 12:46:56,2024-12-18 14:03:03,12.0,15.0,3583000.0,238866.66666666666,363000.0,501000.0,0.0995,348.0,23.2,11.0,10.0,1.031,4.0,946000.0,6.0,Điện & Nước,2.0,0.0,13.0,0.1333,2.0,0.1333,1.0,RPU_Mid,0,0,0,0
ZLP003033,30.0,Male,Hồ Chí Minh,1,1,1,Android,Campaign,2024-01-31,2000000,Viễn thông,5.0,2024-02-05 14:49:10,2024-12-15 11:40:56,15.0,12.0,2263000.0,188583.33333333334,393000.0,94000.0,0.0943,313.0,26.1,10.0,7.0,0.869,3.0,536000.0,1.0,Viễn thông,3.0,1.0,8.0,0.25,3.0,0.25,0.0,RPU_Mid,0,0,0,0
ZLP003034,27.0,Female,Hồ Chí Minh,1,0,1,iOS,Referral,2024-06-29,3000000,Viễn thông,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP003035,28.0,Female,Thanh Hóa,3,1,1,Android,Referral,2023-11-02,3000000,Giải trí,65.0,2024-01-06 11:42:26,2024-12-01 21:24:57,29.0,8.0,2305000.0,288125.0,468000.0,419000.0,0.064,330.0,41.2,6.0,2.0,0.458,1.0,419000.0,3.0,Giải trí,0.0,0.0,8.0,0.0,6.0,0.75,0.0,RPU_Mid,0,0,0,0
ZLP003036,30.0,Female,Bình Dương,3,0,1,iOS,Campaign,2023-12-18,1000000,Điện & Nước,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP003037,25.0,Female,Hồ Chí Minh,1,1,1,iOS,Unknown,2023-10-03,2000000,Thời trang,91.0,2024-01-02 14:04:43,2024-11-17 17:50:56,43.0,8.0,4600000.0,575000.0,977000.0,0.0,0.1917,320.0,40.0,7.0,4.0,0.444,1.0,977000.0,3.0,Thời trang,1.0,0.0,7.0,0.125,2.0,0.25,0.0,RPU_Mid,1,0,0,0
ZLP003038,29.0,Male,Bình Dương,3,0,1,iOS,Campaign,2023-07-05,2000000,Thời trang,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP003039,22.0,Male,Hà Nội,1,1,1,iOS,Organic,2024-03-01,3000000,Chăm sóc sức khỏe,4.0,2024-03-05 18:08:26,2024-12-11 09:05:00,19.0,9.0,3443000.0,382555.55555555556,606000.0,315000.0,0.0956,280.0,31.1,8.0,3.0,0.691,2.0,563000.0,3.0,Chăm sóc sức khỏe,0.0,1.0,8.0,0.0,3.0,0.3333,0.0,RPU_Mid,0,0,0,0
ZLP003040,26.0,Female,Hà Nội,1,1,1,Android,Social,2023-10-03,2000000,Thời trang,92.0,2024-01-03 10:08:02,2024-12-25 09:44:06,5.0,11.0,7388000.0,671636.3636363636,1003000.0,1213000.0,0.3078,356.0,32.4,9.0,3.0,1.438,4.0,2990000.0,2.0,Thời trang,2.0,1.0,8.0,0.1818,1.0,0.0909,0.0,RPU_Mid,0,0,0,0
ZLP003041,31.0,Male,Hồ Chí Minh,1,1,1,Android,Social,2023-04-06,500000,Viễn thông,276.0,2024-01-07 22:00:20,2024-12-03 14:57:20,27.0,13.0,2486000.0,191230.76923076922,297000.0,143000.0,0.4143,330.0,25.4,12.0,12.0,0.846,3.0,504000.0,2.0,Viễn thông,1.0,1.0,11.0,0.0769,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP003042,28.0,Male,Hải Phòng,2,0,1,iOS,Unknown,2024-08-28,2000000,Thời trang,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP003043,24.0,Male,Hồ Chí Minh,1,1,1,iOS,Social,2024-01-31,5000000,Giải trí,5.0,2024-02-05 21:31:15,2024-12-28 09:25:37,2.0,7.0,2622000.0,374571.4285714286,619000.0,619000.0,0.0437,326.0,46.6,7.0,3.0,1.552,3.0,1201000.0,1.0,Giải trí,0.0,0.0,7.0,0.0,1.0,0.1429,0.0,RPU_Mid,0,0,0,0
ZLP003044,29.0,Male,Hà Nội,1,1,1,Android,Campaign,2023-10-03,500000,Chăm sóc sức khỏe,90.0,2024-01-01 13:05:23,2024-12-22 12:05:44,8.0,12.0,4615000.0,384583.3333333333,580000.0,333000.0,0.7692,355.0,29.6,11.0,6.0,0.986,3.0,974000.0,2.0,Chăm sóc sức khỏe,1.0,1.0,10.0,0.0833,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP003045,32.0,Female,Hà Nội,1,1,0,Android,Organic,2023-04-06,1000000,Thực phẩm & Ăn uống,271.0,2024-01-02 17:20:42,2024-01-02 17:20:42,363.0,1.0,231000.0,231000.0,231000.0,0.0,0.0192,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,Thực phẩm & Ăn uống,0.0,0.0,1.0,0.0,1.0,1.0,0.0,FPU,1,1,1,1
ZLP003046,18.0,Female,Hồ Chí Minh,1,1,1,Android,Campaign,2023-07-05,1000000,Thực phẩm & Ăn uống,182.0,2024-01-03 20:54:55,2024-01-17 11:49:04,348.0,2.0,486000.0,243000.0,373000.0,0.0,0.0405,13.0,6.5,1.0,1.0,0.0,0.0,0.0,1.0,Thực phẩm & Ăn uống,0.0,0.0,2.0,0.0,0.0,0.0,0.0,RPU_Early,1,1,1,1
ZLP003047,34.0,Male,Đà Nẵng,2,1,1,Android,Organic,2024-01-01,3000000,Điện & Nước,5.0,2024-01-06 10:40:29,2024-12-18 12:46:52,12.0,13.0,3040000.0,233846.15384615384,370000.0,113000.0,0.0844,347.0,26.7,12.0,12.0,0.89,3.0,640000.0,1.0,Điện & Nước,3.0,0.0,10.0,0.2308,4.0,0.3077,0.0,RPU_Mid,0,0,0,0
