customer_id,activation_date,age,gender,city,city_tier,kyc_verified,phone_verified,credit_limit_vnd,primary_cat_pref,referral_source,device_type
ZLP003098,2023-12-18,31.0,Female,Hồ Chí Minh,1,1,1,3000000,Giải trí,Referral,iOS
ZLP003099,2024-01-01,27.0,Female,Hà Nội,1,1,1,5000000,Điện tử,Referral,iOS
ZLP003100,2023-11-02,31.0,Female,Hà Nội,1,0,1,1000000,Điện & Nước,Unknown,iOS
ZLP003101,2024-01-15,23.0,Male,Hải Phòng,2,1,1,5000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP003102,2023-10-03,33.0,Male,Hà Nội,1,1,1,1000000,Thời trang,Campaign,iOS
ZLP003103,2024-05-30,37.0,Male,Hồ Chí Minh,1,1,1,5000000,Du lịch & Vận chuyển,Unknown,iOS
ZLP003104,2024-03-01,34.0,Female,Hà Nội,1,0,1,3000000,Thực phẩm & Ăn uống,Referral,Android
ZLP003105,2023-07-05,23.0,Female,Hà Nội,1,1,1,1000000,Thời trang,Referral,Android
ZLP003106,2024-08-28,30.0,Female,Nghệ An,3,1,1,1000000,Viễn thông,Organic,iOS
ZLP003107,2024-03-01,20.0,Male,Nghệ An,3,1,1,2000000,Viễn thông,Organic,Android
ZLP003108,2023-12-02,31.0,Male,Hồ Chí Minh,1,1,1,2000000,Thời trang,Campaign,Android
ZLP003109,2023-04-06,30.0,Female,Hồ Chí Minh,1,1,1,5000000,Điện tử,Campaign,Android
ZLP003110,2024-03-01,18.0,Female,Hồ Chí Minh,1,1,1,3000000,Thực phẩm & Ăn uống,Campaign,iOS
ZLP003111,2023-12-18,21.0,Female,Đồng Nai,3,1,1,2000000,Thực phẩm & Ăn uống,Unknown,iOS
ZLP003112,2024-08-28,26.0,Male,Hồ Chí Minh,1,0,1,5000000,Viễn thông,Organic,iOS
ZLP003113,2023-04-06,26.0,Male,Hồ Chí Minh,1,1,1,2000000,Điện tử,Organic,Android
ZLP003114,2023-04-06,20.0,Male,Đà Nẵng,2,1,1,3000000,Điện & Nước,Organic,Android
ZLP003115,2024-09-27,30.0,Male,Hồ Chí Minh,1,1,0,3000000,Thực phẩm & Ăn uống,Referral,iOS
ZLP003116,2024-11-26,29.0,Male,Hồ Chí Minh,1,1,1,5000000,Điện & Nước,Unknown,Android
ZLP003117,2023-01-01,27.0,Male,Hà Nội,1,1,1,500000,Thời trang,Social,Android
ZLP003118,2024-04-30,23.0,Male,Hồ Chí Minh,1,1,1,2000000,Điện & Nước,Referral,Android
ZLP003119,2023-11-02,34.0,Male,Đà Nẵng,2,1,1,2000000,Giải trí,Organic,Android
ZLP003120,2024-04-30,37.0,Male,Thanh Hóa,3,1,1,2000000,Thực phẩm & Ăn uống,Campaign,iOS
ZLP003121,2024-07-29,25.0,Female,Hồ Chí Minh,1,1,0,2000000,Điện tử,Social,Android
ZLP003122,2023-07-05,24.0,Male,Hà Nội,1,1,1,3000000,Chăm sóc sức khỏe,Referral,Android
ZLP003123,2023-11-02,30.0,Female,Nghệ An,3,1,1,1000000,Viễn thông,Organic,Android
ZLP003124,2023-01-01,27.0,Female,Hải Phòng,2,1,1,2000000,Thời trang,Campaign,Android
ZLP003125,2023-04-06,27.0,Female,Hà Nội,1,0,1,1000000,Chăm sóc sức khỏe,Organic,Android
ZLP003126,2023-01-01,32.0,Female,Bình Dương,3,0,1,1000000,Thời trang,Unknown,iOS
ZLP003127,2024-06-29,18.0,Male,Hồ Chí Minh,1,0,0,2000000,Thực phẩm & Ăn uống,Unknown,Unknown
ZLP003128,2023-12-02,35.0,Female,Bình Dương,3,0,1,1000000,Thực phẩm & Ăn uống,Organic,Unknown
ZLP003129,2024-01-15,28.0,Female,Thanh Hóa,3,0,1,1000000,Thực phẩm & Ăn uống,Referral,Android
ZLP003130,2024-06-29,25.0,Female,Đà Nẵng,2,1,1,2000000,Thời trang,Organic,Android
ZLP003131,2024-01-15,27.0,Male,Hà Nội,1,0,1,500000,Điện & Nước,Unknown,iOS
ZLP003132,2024-01-01,27.0,Male,Hồ Chí Minh,1,1,0,1000000,Thực phẩm & Ăn uống,Organic,iOS
ZLP003133,2023-01-01,18.0,Male,Cần Thơ,2,1,1,3000000,Thời trang,Referral,iOS
ZLP003134,2024-01-31,36.0,Female,Đà Nẵng,2,1,1,3000000,Chăm sóc sức khỏe,Unknown,Android
ZLP003135,2023-10-03,28.0,Female,Cần Thơ,2,1,1,1000000,Thực phẩm & Ăn uống,Social,Android
ZLP003136,2024-05-30,30.0,Male,Hồ Chí Minh,1,0,1,1000000,Du lịch & Vận chuyển,Organic,Android
ZLP003137,2023-11-02,33.0,Female,Đà Nẵng,2,1,1,5000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP003138,2024-03-31,21.0,Female,Đà Nẵng,2,1,1,500000,Điện tử,Organic,iOS
ZLP003139,2024-03-31,30.0,Male,Hồ Chí Minh,1,1,0,2000000,Điện & Nước,Unknown,Android
ZLP003140,2024-03-01,26.0,Female,Hồ Chí Minh,1,1,1,2000000,Viễn thông,Campaign,iOS
ZLP003141,2023-11-02,33.0,Female,Hồ Chí Minh,1,1,1,3000000,Chăm sóc sức khỏe,Organic,Android
ZLP003142,2023-11-02,18.0,Male,Bình Dương,3,1,1,5000000,Thời trang,Referral,iOS
ZLP003143,2024-07-29,27.0,Female,Cần Thơ,2,1,1,1000000,Giải trí,Social,iOS
ZLP003144,2023-01-01,24.0,Male,Hải Phòng,2,0,1,2000000,Điện tử,Campaign,iOS
ZLP003145,2023-10-03,30.0,Female,Hà Nội,1,1,1,2000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP003146,2024-03-01,30.0,Female,An Giang,3,1,1,5000000,Chăm sóc sức khỏe,Referral,Android
ZLP003147,2024-06-29,23.0,Female,Bình Dương,3,1,1,3000000,Thực phẩm & Ăn uống,Referral,iOS
ZLP003148,2023-12-18,23.0,Male,Hà Nội,1,1,1,2000000,Thực phẩm & Ăn uống,Referral,iOS
ZLP003149,2024-03-31,27.0,Male,Hồ Chí Minh,1,1,1,3000000,Điện & Nước,Organic,Android
ZLP003150,2024-01-31,22.0,Male,Hồ Chí Minh,1,0,1,500000,Chăm sóc sức khỏe,Unknown,iOS
ZLP003151,2023-04-06,33.0,Female,Nghệ An,3,0,1,1000000,Thực phẩm & Ăn uống,Organic,Android
ZLP003152,2024-03-01,25.0,Male,Hà Nội,1,1,1,500000,Điện tử,Campaign,iOS
ZLP003153,2024-06-29,18.0,Female,Hà Nội,1,1,1,1000000,Điện & Nước,Organic,Android
ZLP003154,2024-11-26,25.0,Male,Hồ Chí Minh,1,1,1,2000000,Chăm sóc sức khỏe,Unknown,Android
ZLP003155,2023-01-01,21.0,Female,Đồng Nai,3,0,0,3000000,Chăm sóc sức khỏe,Social,iOS
ZLP003156,2024-03-31,18.0,Male,Hồ Chí Minh,1,0,1,2000000,Thực phẩm & Ăn uống,Unknown,Android
ZLP003157,2023-12-18,20.0,Female,Hà Nội,1,1,1,2000000,Điện tử,Organic,iOS
ZLP003158,2023-01-01,28.0,Female,Hà Nội,1,1,1,1000000,Thực phẩm & Ăn uống,Referral,iOS
ZLP003159,2024-03-01,35.0,Male,Hà Nội,1,1,1,2000000,Thời trang,Organic,iOS
ZLP003160,2023-07-05,29.0,Male,Hà Nội,1,0,1,2000000,Du lịch & Vận chuyển,Unknown,iOS
ZLP003161,2023-12-18,24.0,Female,Đà Nẵng,2,1,1,2000000,Giải trí,Campaign,Android
ZLP003162,2023-11-02,30.0,Male,Đồng Nai,3,1,1,1000000,Thực phẩm & Ăn uống,Campaign,iOS
ZLP003163,2023-12-18,25.0,Female,Đồng Nai,3,1,1,2000000,Thực phẩm & Ăn uống,Campaign,iOS
ZLP003164,2024-01-15,23.0,Female,Đồng Nai,3,1,1,2000000,Viễn thông,Campaign,iOS
ZLP003165,2023-12-18,21.0,Female,Hồ Chí Minh,1,1,1,2000000,Chăm sóc sức khỏe,Referral,Android
ZLP003166,2024-01-31,18.0,Female,Đồng Nai,3,1,1,1000000,Điện tử,Campaign,iOS
ZLP003167,2023-11-02,25.0,Female,Hồ Chí Minh,1,1,1,2000000,Điện & Nước,Referral,Android
ZLP003168,2024-03-31,28.0,Female,Hồ Chí Minh,1,1,1,1000000,Điện & Nước,Campaign,Android
ZLP003169,2024-07-29,27.0,Female,Nghệ An,3,1,1,3000000,Thời trang,Referral,Unknown
ZLP003170,2023-11-02,27.0,Female,Đồng Nai,3,1,1,3000000,Viễn thông,Social,Android
ZLP003171,2024-01-15,22.0,Male,Đà Nẵng,2,1,1,5000000,Điện & Nước,Organic,Android
ZLP003172,2024-03-31,31.0,Male,Hải Phòng,2,1,1,2000000,Thực phẩm & Ăn uống,Unknown,Android
ZLP003173,2024-01-31,20.0,Male,Thanh Hóa,3,1,1,1000000,Du lịch & Vận chuyển,Referral,Android
ZLP003174,2023-12-18,32.0,Female,Cần Thơ,2,1,0,3000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP003175,2024-03-31,21.0,Female,Cần Thơ,2,0,1,2000000,Điện tử,Organic,Android
ZLP003176,2023-01-01,23.0,Male,Bình Dương,3,1,1,1000000,Du lịch & Vận chuyển,Organic,iOS
ZLP003177,2023-12-18,27.0,Male,Hồ Chí Minh,1,1,1,3000000,Điện & Nước,Campaign,iOS
ZLP003178,2024-01-31,24.0,Female,Hồ Chí Minh,1,1,1,1000000,Thời trang,Campaign,Android
ZLP003179,2023-01-01,27.0,Female,Bình Dương,3,0,1,1000000,Du lịch & Vận chuyển,Campaign,Android
ZLP003180,2024-01-15,31.0,Female,Hà Nội,1,1,0,3000000,Viễn thông,Unknown,iOS
ZLP003181,2024-03-31,33.0,Female,Hồ Chí Minh,1,1,1,3000000,Giải trí,Referral,Android
ZLP003182,2024-05-30,31.0,Male,Hà Nội,1,1,1,3000000,Thực phẩm & Ăn uống,Social,iOS
ZLP003183,2023-07-05,21.0,Female,Hà Nội,1,1,1,1000000,Viễn thông,Organic,iOS
ZLP003184,2024-11-26,26.0,Male,Nghệ An,3,1,1,3000000,Chăm sóc sức khỏe,Campaign,Android
ZLP003185,2024-03-01,23.0,Female,Bình Dương,3,0,1,3000000,Thực phẩm & Ăn uống,Organic,iOS
ZLP003186,2023-12-18,35.0,Male,Đà Nẵng,2,1,1,3000000,Điện tử,Unknown,Android
ZLP003187,2023-11-02,20.0,Female,Nghệ An,3,1,1,3000000,Thực phẩm & Ăn uống,Referral,Android
ZLP003188,2024-01-31,33.0,Male,An Giang,3,1,1,2000000,Thời trang,Organic,iOS
ZLP003189,2024-08-28,33.0,Male,Đà Nẵng,2,1,1,1000000,Điện & Nước,Campaign,iOS
ZLP003190,2024-01-15,38.0,Female,An Giang,3,0,1,3000000,Thực phẩm & Ăn uống,Unknown,iOS
ZLP003191,2024-03-31,25.0,Male,Hà Nội,1,1,1,2000000,Điện tử,Campaign,iOS
ZLP003192,2023-12-18,32.0,Male,Hồ Chí Minh,1,1,1,1000000,Thực phẩm & Ăn uống,Organic,iOS
ZLP003193,2023-12-18,41.0,Female,Hồ Chí Minh,1,1,1,3000000,Chăm sóc sức khỏe,Organic,iOS
ZLP003194,2023-12-02,24.0,Female,Cần Thơ,2,0,0,2000000,Giải trí,Campaign,Android
ZLP003195,2024-04-30,18.0,Male,Đà Nẵng,2,1,1,2000000,Điện & Nước,Organic,iOS
ZLP003196,2023-12-18,18.0,Female,Cần Thơ,2,0,1,1000000,Chăm sóc sức khỏe,Referral,iOS
ZLP003197,2023-10-03,32.0,Female,Bình Dương,3,1,1,1000000,Điện & Nước,Campaign,iOS
ZLP003198,2023-12-18,18.0,Male,Hồ Chí Minh,1,1,1,1000000,Du lịch & Vận chuyển,Organic,iOS
ZLP003199,2024-07-29,25.0,Male,Hồ Chí Minh,1,1,1,3000000,Giải trí,Campaign,iOS
ZLP003200,2024-05-30,30.0,Male,Đà Nẵng,2,1,1,1000000,Thời trang,Organic,Android
ZLP003201,2023-12-02,29.0,Female,Hồ Chí Minh,1,1,1,500000,Thực phẩm & Ăn uống,Referral,Unknown
ZLP003202,2024-08-28,30.0,Male,Cần Thơ,2,1,1,5000000,Điện tử,Organic,Android
ZLP003203,2023-07-05,29.0,Male,Đà Nẵng,2,1,1,1000000,Du lịch & Vận chuyển,Organic,iOS
ZLP003204,2023-04-06,35.0,Female,Đà Nẵng,2,1,1,2000000,Viễn thông,Organic,iOS
ZLP003205,2023-10-03,22.0,Female,Hà Nội,1,1,1,5000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP003206,2023-07-05,23.0,Male,Cần Thơ,2,1,1,2000000,Thực phẩm & Ăn uống,Unknown,iOS
ZLP003207,2023-07-05,23.0,Female,Đồng Nai,3,0,1,3000000,Chăm sóc sức khỏe,Campaign,iOS
ZLP003208,2024-03-31,32.0,Male,Thanh Hóa,3,1,0,5000000,Điện & Nước,Organic,iOS
ZLP003209,2024-03-01,33.0,Male,Hải Phòng,2,1,1,3000000,Thời trang,Organic,Android
ZLP003210,2024-03-31,30.0,Female,Đà Nẵng,2,1,1,2000000,Thực phẩm & Ăn uống,Campaign,iOS
ZLP003211,2024-04-30,35.0,Female,Hồ Chí Minh,1,1,1,1000000,Du lịch & Vận chuyển,Organic,Android
ZLP003212,2024-05-30,20.0,Male,Bình Dương,3,1,1,2000000,Thực phẩm & Ăn uống,Organic,Android
ZLP003213,2023-11-02,38.0,Female,Nghệ An,3,1,1,3000000,Giải trí,Social,iOS
ZLP003214,2024-03-01,37.0,Female,Hồ Chí Minh,1,0,1,3000000,Điện & Nước,Organic,Android
ZLP003215,2024-01-31,32.0,Male,Hồ Chí Minh,1,0,1,3000000,Viễn thông,Referral,iOS
ZLP003216,2024-09-27,38.0,Female,Hồ Chí Minh,1,1,1,2000000,Thực phẩm & Ăn uống,Organic,iOS
ZLP003217,2023-11-02,18.0,Male,Bình Dương,3,1,1,2000000,Viễn thông,Organic,Android
ZLP003218,2023-04-06,24.0,Other,Hà Nội,1,1,1,1000000,Điện tử,Social,Android
ZLP003219,2024-03-31,23.0,Female,Hồ Chí Minh,1,1,1,500000,Chăm sóc sức khỏe,Referral,Android
ZLP003220,2024-05-30,32.0,Male,Hải Phòng,2,1,1,3000000,Điện tử,Campaign,Android
ZLP003221,2023-12-02,21.0,Male,Đà Nẵng,2,1,1,1000000,Giải trí,Organic,iOS
ZLP003222,2024-01-31,32.0,Male,Hà Nội,1,1,1,1000000,Thực phẩm & Ăn uống,Campaign,iOS
ZLP003223,2023-04-06,36.0,Male,Hà Nội,1,1,1,3000000,Giải trí,Organic,Android
ZLP003224,2024-11-26,32.0,Male,Hà Nội,1,1,1,500000,Điện & Nước,Unknown,iOS
ZLP003225,2023-07-05,29.0,Male,Hà Nội,1,0,0,5000000,Chăm sóc sức khỏe,Campaign,Android
ZLP003226,2023-04-06,22.0,Female,Hà Nội,1,1,1,500000,Điện & Nước,Unknown,Android
ZLP003227,2023-04-06,22.0,Male,Đà Nẵng,2,1,1,5000000,Thời trang,Campaign,Android
ZLP003228,2023-12-18,35.0,Female,Đồng Nai,3,1,1,2000000,Thực phẩm & Ăn uống,Unknown,iOS
ZLP003229,2023-07-05,32.0,Female,Cần Thơ,2,1,1,1000000,Chăm sóc sức khỏe,Organic,Android
ZLP003230,2024-05-30,27.0,Female,Hà Nội,1,1,1,2000000,Điện tử,Social,Android
ZLP003231,2024-08-28,25.0,Female,Đà Nẵng,2,1,0,3000000,Thực phẩm & Ăn uống,Organic,Android
ZLP003232,2023-11-02,18.0,Male,Hải Phòng,2,1,1,2000000,Du lịch & Vận chuyển,Referral,Android
ZLP003233,2024-03-01,21.0,Male,Hồ Chí Minh,1,1,1,2000000,Du lịch & Vận chuyển,Campaign,Unknown
ZLP003234,2023-04-06,39.0,Female,Hồ Chí Minh,1,1,1,5000000,Điện & Nước,Campaign,Android
ZLP003235,2023-12-18,20.0,Male,Đà Nẵng,2,1,1,1000000,Du lịch & Vận chuyển,Referral,iOS
ZLP003236,2023-12-02,29.0,Female,Cần Thơ,2,1,1,3000000,Thực phẩm & Ăn uống,Referral,Android
ZLP003237,2023-11-02,34.0,Female,Hồ Chí Minh,1,1,1,1000000,Chăm sóc sức khỏe,Unknown,Android
ZLP003238,2024-03-31,20.0,Female,Bình Dương,3,1,1,2000000,Viễn thông,Campaign,iOS
ZLP003239,2023-10-03,29.0,Female,Cần Thơ,2,1,1,1000000,Điện & Nước,Campaign,Android
ZLP003240,2024-07-29,33.0,Female,An Giang,3,1,1,2000000,Điện tử,Unknown,iOS
ZLP003241,2024-03-31,27.0,Male,Hồ Chí Minh,1,1,1,500000,Viễn thông,Campaign,iOS
ZLP003242,2024-04-30,45.0,Female,Bình Dương,3,1,1,1000000,Thời trang,Unknown,iOS
ZLP003243,2024-09-27,27.0,Female,Hồ Chí Minh,1,1,1,2000000,Điện tử,Unknown,iOS
ZLP003244,2024-09-27,34.0,Male,Đà Nẵng,2,1,1,2000000,Thời trang,Organic,iOS
ZLP003245,2024-01-31,27.0,Male,Đà Nẵng,2,1,1,2000000,Điện tử,Social,iOS
ZLP003246,2024-01-15,32.0,Male,Hà Nội,1,1,1,2000000,Thời trang,Social,Android
ZLP003247,2023-12-02,30.0,Female,Hải Phòng,2,1,0,1000000,Thực phẩm & Ăn uống,Unknown,Android
ZLP003248,2024-04-30,23.0,Male,Hồ Chí Minh,1,1,1,5000000,Điện & Nước,Referral,iOS
ZLP003249,2024-01-31,29.0,Female,Hồ Chí Minh,2,1,1,2000000,Chăm sóc sức khỏe,Social,Android
ZLP003250,2024-09-27,18.0,Male,Hồ Chí Minh,1,1,1,1000000,Chăm sóc sức khỏe,Campaign,Android
ZLP003251,2023-11-02,31.0,Male,Bình Dương,3,1,1,2000000,Điện & Nước,Campaign,Android
ZLP003252,2023-12-02,29.0,Male,Hồ Chí Minh,1,1,1,3000000,Chăm sóc sức khỏe,Referral,iOS
ZLP003253,2023-12-02,31.0,Male,Hải Phòng,2,1,1,500000,Điện & Nước,Organic,Android
ZLP003254,2024-06-29,34.0,Female,Hải Phòng,2,1,1,1000000,Thực phẩm & Ăn uống,Organic,Android
ZLP003255,2023-07-05,30.0,Male,Hải Phòng,2,1,1,3000000,Thực phẩm & Ăn uống,Social,iOS
ZLP003256,2024-01-01,27.0,Male,Hồ Chí Minh,1,1,1,2000000,Điện tử,Organic,iOS
ZLP003257,2023-12-18,22.0,Female,Cần Thơ,2,0,1,2000000,Điện & Nước,Social,Android
ZLP003258,2023-07-05,23.0,Female,Hồ Chí Minh,1,1,1,5000000,Chăm sóc sức khỏe,Organic,iOS
ZLP003259,2023-12-18,35.0,Male,Hải Phòng,2,1,1,500000,Giải trí,Campaign,Android
ZLP003260,2024-01-15,36.0,Male,Bình Dương,3,0,0,2000000,Giải trí,Unknown,Unknown
ZLP003261,2023-04-06,26.0,Other,Đà Nẵng,2,1,0,1000000,Điện & Nước,Social,Android
ZLP003262,2024-01-15,28.0,Female,Bình Dương,3,1,1,500000,Du lịch & Vận chuyển,Social,Android
ZLP003263,2024-11-26,22.0,Male,Hồ Chí Minh,1,1,1,1000000,Thời trang,Social,iOS
ZLP003264,2024-11-26,35.0,Female,Đà Nẵng,2,1,1,2000000,Điện tử,Campaign,Android
ZLP003265,2024-01-31,31.0,Male,Hà Nội,1,1,1,500000,Du lịch & Vận chuyển,Campaign,Android
ZLP003266,2024-01-15,39.0,Male,Thanh Hóa,3,1,1,2000000,Điện tử,Campaign,Android
ZLP003267,2023-12-02,22.0,Female,Hải Phòng,2,1,1,5000000,Thực phẩm & Ăn uống,Organic,Android
ZLP003268,2024-11-26,25.0,Female,Bình Dương,3,1,1,3000000,Thực phẩm & Ăn uống,Organic,iOS
ZLP003269,2023-11-02,29.0,Male,Nghệ An,3,1,1,1000000,Điện tử,Unknown,iOS
ZLP003270,2024-01-01,31.0,Female,Hà Nội,1,1,0,1000000,Giải trí,Campaign,Android
ZLP003271,2023-01-01,26.0,Male,An Giang,3,0,1,2000000,Du lịch & Vận chuyển,Unknown,Unknown
ZLP003272,2023-12-02,22.0,Male,Hà Nội,1,1,1,2000000,Thời trang,Organic,iOS
ZLP003273,2023-07-05,33.0,Male,Bình Dương,3,0,1,5000000,Viễn thông,Campaign,iOS
ZLP003274,2024-05-30,32.0,Male,Bình Dương,3,1,1,5000000,Thực phẩm & Ăn uống,Organic,Android
ZLP003275,2024-01-31,22.0,Female,Hồ Chí Minh,1,1,1,2000000,Thực phẩm & Ăn uống,Organic,Android
ZLP003276,2024-01-31,36.0,Male,Hà Nội,1,1,0,1000000,Viễn thông,Campaign,Android
ZLP003277,2023-12-02,35.0,Male,Hồ Chí Minh,1,1,1,5000000,Điện tử,Organic,Android
ZLP003278,2024-06-29,28.0,Female,Thanh Hóa,3,1,1,3000000,Chăm sóc sức khỏe,Organic,iOS
ZLP003279,2023-01-01,28.0,Female,Hồ Chí Minh,1,1,1,2000000,Viễn thông,Campaign,Android
ZLP003280,2023-12-02,31.0,Female,Đà Nẵng,2,1,1,1000000,Chăm sóc sức khỏe,Unknown,Android
ZLP003281,2024-03-31,22.0,Female,Đồng Nai,3,1,1,2000000,Điện tử,Unknown,Android
ZLP003282,2024-08-28,28.0,Male,Hồ Chí Minh,1,0,1,5000000,Thực phẩm & Ăn uống,Unknown,Android
ZLP003283,2023-11-02,18.0,Female,Hà Nội,1,1,1,1000000,Điện tử,Referral,Android
ZLP003284,2024-01-31,33.0,Female,Cần Thơ,2,1,1,3000000,Điện tử,Campaign,iOS
ZLP003285,2024-01-31,18.0,Female,Hồ Chí Minh,1,1,0,500000,Thời trang,Organic,Android
ZLP003286,2024-07-29,37.0,Female,Đồng Nai,3,1,1,5000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP003287,2023-04-06,26.0,Male,Hà Nội,1,1,1,2000000,Điện & Nước,Unknown,iOS
ZLP003288,2023-12-18,26.0,Female,Hồ Chí Minh,1,1,1,1000000,Điện & Nước,Campaign,iOS
ZLP003289,2023-10-03,24.0,Male,Đà Nẵng,2,1,1,500000,Du lịch & Vận chuyển,Social,Android
ZLP003290,2023-01-01,26.0,Male,Hà Nội,1,1,1,2000000,Viễn thông,Social,Android
ZLP003291,2023-10-03,36.0,Male,An Giang,3,1,1,1000000,Điện tử,Organic,iOS
ZLP003292,2024-11-26,18.0,Female,Hải Phòng,2,1,1,2000000,Giải trí,Organic,iOS
ZLP003293,2023-11-02,35.0,Male,Hà Nội,1,1,0,1000000,Chăm sóc sức khỏe,Campaign,Android
ZLP003294,2024-09-27,27.0,Female,Hà Nội,1,1,1,500000,Điện & Nước,Campaign,Android
ZLP003295,2023-11-02,20.0,Male,Hà Nội,1,1,1,2000000,Chăm sóc sức khỏe,Social,iOS
ZLP003296,2024-09-27,21.0,Female,Hồ Chí Minh,1,1,1,2000000,Điện tử,Unknown,Android
ZLP003297,2024-03-31,38.0,Female,Đà Nẵng,2,1,1,2000000,Viễn thông,Organic,Android
ZLP003298,2023-07-05,22.0,Female,Đồng Nai,3,0,1,2000000,Điện tử,Social,Unknown
ZLP003299,2024-03-01,21.0,Female,Hà Nội,1,1,1,2000000,Chăm sóc sức khỏe,Referral,Android
ZLP003300,2023-12-02,27.0,Male,Hồ Chí Minh,1,1,1,2000000,Viễn thông,Unknown,Android
ZLP003301,2023-12-18,30.0,Male,Hà Nội,1,0,1,1000000,Chăm sóc sức khỏe,Organic,Android
ZLP003302,2024-01-01,22.0,Female,Hồ Chí Minh,1,1,1,1000000,Điện & Nước,Organic,iOS
ZLP003303,2023-12-18,29.0,Female,Bình Dương,3,1,1,1000000,Thực phẩm & Ăn uống,Campaign,iOS
ZLP003304,2024-03-31,21.0,Female,Đà Nẵng,2,0,1,2000000,Viễn thông,Referral,Android
ZLP003305,2024-05-30,34.0,Male,Hà Nội,1,1,1,2000000,Điện tử,Unknown,Android
ZLP003306,2023-12-02,34.0,Female,Hà Nội,1,0,1,2000000,Điện & Nước,Referral,iOS
ZLP003307,2024-09-27,31.0,Male,An Giang,3,1,1,3000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP003308,2024-09-27,30.0,Female,Hồ Chí Minh,1,1,1,1000000,Điện & Nước,Unknown,Android
ZLP003309,2023-04-06,38.0,Female,Hải Phòng,2,1,1,2000000,Chăm sóc sức khỏe,Campaign,iOS
ZLP003310,2023-01-01,27.0,Male,Hà Nội,1,1,1,500000,Điện & Nước,Organic,Android
ZLP003311,2023-12-18,20.0,Female,Hải Phòng,2,1,0,3000000,Điện tử,Referral,Android
ZLP003312,2024-03-01,30.0,Female,Bình Dương,3,1,1,2000000,Điện tử,Organic,Android
ZLP003313,2023-12-02,40.0,Female,Hồ Chí Minh,1,1,1,3000000,Điện & Nước,Unknown,Android
ZLP003314,2023-11-02,21.0,Male,Hải Phòng,2,0,0,3000000,Thời trang,Campaign,Android
ZLP003315,2024-03-31,25.0,Male,Hồ Chí Minh,3,1,1,3000000,Thực phẩm & Ăn uống,Organic,Android
ZLP003316,2024-03-01,30.0,Female,Hồ Chí Minh,1,0,1,3000000,Thời trang,Unknown,Android
ZLP003317,2023-10-03,27.0,Male,Hồ Chí Minh,1,1,1,1000000,Du lịch & Vận chuyển,Referral,Android
ZLP003318,2024-08-28,22.0,Male,Cần Thơ,2,1,1,1000000,Điện & Nước,Campaign,Android
ZLP003319,2024-03-31,34.0,Other,Cần Thơ,2,1,1,5000000,Chăm sóc sức khỏe,Unknown,iOS
ZLP003320,2023-12-18,41.0,Male,Bình Dương,3,1,1,5000000,Chăm sóc sức khỏe,Unknown,iOS
ZLP003321,2024-03-31,29.0,Female,Bình Dương,3,1,0,2000000,Điện & Nước,Organic,iOS
ZLP003322,2023-07-05,22.0,Male,Cần Thơ,2,1,1,1000000,Điện tử,Organic,Android
ZLP003323,2024-01-01,18.0,Male,Đồng Nai,3,1,1,3000000,Điện tử,Referral,Android
ZLP003324,2023-10-03,29.0,Female,Đà Nẵng,2,1,1,1000000,Thời trang,Organic,Unknown
ZLP003325,2023-04-06,34.0,Female,Hồ Chí Minh,1,1,1,1000000,Thực phẩm & Ăn uống,Unknown,Android
ZLP003326,2023-12-02,27.0,Female,An Giang,3,1,0,2000000,Viễn thông,Organic,iOS
ZLP003327,2023-10-03,27.0,Female,Hồ Chí Minh,1,1,1,500000,Điện tử,Campaign,Android
ZLP003328,2024-03-31,24.0,Female,Hà Nội,1,1,1,1000000,Viễn thông,Organic,iOS
ZLP003329,2024-03-31,21.0,Male,Bình Dương,3,0,1,3000000,Thực phẩm & Ăn uống,Organic,iOS
ZLP003330,2023-10-03,33.0,Male,Hà Nội,1,1,1,1000000,Chăm sóc sức khỏe,Social,iOS
ZLP003331,2023-01-01,33.0,Male,Hồ Chí Minh,1,0,1,5000000,Điện & Nước,Referral,Unknown
ZLP003332,2024-06-29,18.0,Female,Hồ Chí Minh,1,0,1,5000000,Thực phẩm & Ăn uống,Campaign,iOS
ZLP003333,2023-01-01,37.0,Male,Cần Thơ,2,1,1,3000000,Thực phẩm & Ăn uống,Unknown,Android
ZLP003334,2023-12-02,31.0,Male,Nghệ An,3,0,1,5000000,Thực phẩm & Ăn uống,Organic,Android
ZLP003335,2024-01-15,36.0,Female,Đà Nẵng,2,1,1,2000000,Thời trang,Unknown,Android
ZLP003336,2024-06-29,19.0,Male,Đà Nẵng,2,0,0,2000000,Điện & Nước,Referral,Android
ZLP003337,2024-07-29,19.0,Male,Hà Nội,1,1,0,3000000,Thực phẩm & Ăn uống,Organic,Android
ZLP003338,2024-04-30,27.0,Female,Hồ Chí Minh,1,1,1,2000000,Thực phẩm & Ăn uống,Campaign,Unknown
ZLP003339,2023-11-02,31.0,Male,Hồ Chí Minh,1,1,1,2000000,Thực phẩm & Ăn uống,Referral,Android
